temp_air_C,temp_process_C,delta_temp_C,vitesse_rotation_rpm,couple_Nm,usure_outil_min,puissance_W,ratio_couple_vitesse,type_piece_L,type_piece_M,panne_machine,RUL_min,usine,piece_id
25.55,36.75,11.2,1651,29.5,42,5100.32,0.0179,1,0,0,225.9,FR-Toulouse,8460
25.55,36.75,11.2,1372,54.7,44,7859.05,0.0398,1,0,0,212.2,ES-Barcelone,8461
25.55,36.75,11.2,1446,43.3,46,6556.69,0.0299,1,0,0,203.2,ES-Barcelone,8462
25.55,36.65,11.1,1501,44.7,48,7026.14,0.0298,0,1,0,214.3,FR-Toulouse,8463
25.55,36.75,11.2,1411,45.1,51,6663.96,0.0319,0,1,0,203.5,ES-Madrid,8464
25.45,36.55,11.1,1672,27.5,54,4815.01,0.0164,0,0,0,210.9,ES-Barcelone,8465
25.55,36.65,11.1,1475,40.5,59,6255.7,0.0274,0,1,0,199.1,FR-Toulouse,8466
25.55,36.65,11.1,1469,38.4,62,5907.2,0.0261,1,0,0,201.0,FR-Toulouse,8467
25.45,36.65,11.2,1704,28.3,64,5049.92,0.0166,1,0,0,203.0,FR-Nantes,8468
25.45,36.55,11.1,1463,39.1,66,5990.32,0.0267,0,0,0,188.0,FR-Toulouse,8469
25.45,36.55,11.1,1280,64.1,71,8592.05,0.05,0,1,0,186.2,FR-Lyon,8470
25.55,36.75,11.2,1464,38.0,74,5825.77,0.0259,1,0,0,185.6,FR-Lyon,8471
25.45,36.65,11.2,1332,46.4,76,6472.18,0.0348,1,0,0,191.7,FR-Toulouse,8472
25.35,36.55,11.2,1634,37.8,78,6468.04,0.0231,1,0,0,178.7,FR-Toulouse,8473
25.45,36.65,11.2,1430,43.1,80,6454.19,0.0301,0,1,0,177.0,FR-Lyon,8474
25.35,36.55,11.2,1523,44.6,83,7113.17,0.0293,0,1,0,179.4,ES-Barcelone,8475
25.35,36.55,11.2,1557,37.7,86,6146.93,0.0242,0,1,0,171.1,ES-Madrid,8476
25.35,36.45,11.1,1585,32.2,89,5344.58,0.0203,1,0,0,171.8,FR-Lyon,8477
25.35,36.45,11.1,1579,33.5,91,5539.31,0.0212,0,0,0,161.2,ES-Madrid,8478
25.35,36.55,11.2,1354,60.8,96,8620.87,0.0449,0,1,0,175.1,ES-Madrid,8479
25.45,36.55,11.1,1627,33.4,99,5690.66,0.0205,1,0,0,154.3,ES-Barcelone,8480
25.25,36.45,11.2,1477,35.6,101,5506.29,0.0241,1,0,0,157.4,FR-Lyon,8481
25.15,36.25,11.1,1595,29.0,103,4843.81,0.0182,0,1,0,156.8,FR-Lyon,8482
25.25,36.35,11.1,1520,38.1,106,6064.53,0.025,1,0,0,163.6,ES-Barcelone,8483
25.15,36.25,11.1,1618,31.5,108,5337.25,0.0195,1,0,0,145.4,ES-Barcelone,8484
25.25,36.35,11.1,1397,50.3,110,7358.56,0.036,1,0,0,159.9,ES-Madrid,8485
25.25,36.35,11.1,1450,47.9,112,7273.31,0.033,1,0,0,151.8,ES-Madrid,8486
25.35,36.35,11.0,1501,40.2,114,6318.81,0.0268,0,1,0,148.1,FR-Lyon,8487
25.25,36.25,11.0,1392,50.1,117,7303.07,0.036,1,0,0,138.1,FR-Nantes,8488
25.25,36.25,11.0,1385,43.2,119,6265.59,0.0312,1,0,0,143.9,FR-Lyon,8489
25.25,36.25,11.0,1461,46.3,121,7083.69,0.0317,1,0,0,135.4,FR-Lyon,8490
25.35,36.45,11.1,1364,58.7,123,8384.58,0.043,0,1,0,143.3,ES-Madrid,8491
25.35,36.35,11.0,1579,38.6,126,6382.61,0.0244,1,0,0,129.1,FR-Lyon,8492
25.25,36.35,11.1,1514,38.8,128,6151.57,0.0256,0,1,0,131.4,FR-Nantes,8493
25.15,36.35,11.2,1560,36.9,131,6028.09,0.0236,0,1,0,126.2,ES-Barcelone,8494
25.15,36.35,11.2,1542,36.7,134,5926.24,0.0238,1,0,0,121.1,FR-Lyon,8495
25.15,36.25,11.1,1668,27.1,136,4733.63,0.0162,1,0,0,127.7,ES-Barcelone,8496
25.15,36.25,11.1,1816,22.6,138,4297.87,0.0124,0,1,0,124.7,ES-Barcelone,8497
25.15,36.25,11.1,1509,34.2,141,5404.36,0.0226,0,1,0,125.0,FR-Nantes,8498
25.25,36.45,11.2,1479,37.8,144,5854.48,0.0255,1,0,0,107.1,FR-Lyon,8499
25.25,36.45,11.2,1655,30.2,146,5234.0,0.0182,1,0,0,119.3,FR-Toulouse,8500
25.15,36.35,11.2,1711,30.3,148,5429.02,0.0177,1,0,0,124.5,FR-Toulouse,8501
25.25,36.55,11.3,1581,34.6,150,5728.44,0.0219,1,0,0,107.7,FR-Toulouse,8502
25.45,36.65,11.2,1279,55.9,152,7487.05,0.0437,0,0,0,117.5,FR-Toulouse,8503
25.35,36.65,11.3,1468,40.9,157,6287.5,0.0278,1,0,0,101.7,ES-Barcelone,8504
25.25,36.55,11.3,1419,41.3,159,6137.07,0.0291,1,0,0,94.1,FR-Lyon,8505
25.25,36.55,11.3,1530,38.6,161,6184.54,0.0252,1,0,0,97.5,ES-Madrid,8506
25.25,36.45,11.2,1710,27.3,163,4888.63,0.016,1,0,1,102.2,FR-Lyon,8507
25.25,36.55,11.3,1518,39.8,165,6326.79,0.0262,1,0,0,90.8,FR-Nantes,8508
25.25,36.55,11.3,1679,33.3,167,5854.95,0.0198,0,1,0,90.0,ES-Barcelone,8509
25.25,36.55,11.3,1870,22.5,170,4406.08,0.012,0,1,0,93.0,FR-Toulouse,8510
25.15,36.55,11.4,1484,44.3,173,6884.4,0.0298,1,0,0,87.0,FR-Lyon,8511
25.25,36.55,11.3,1457,44.2,175,6743.89,0.0303,1,0,0,87.9,ES-Madrid,8512
25.15,36.45,11.3,1546,36.2,177,5860.66,0.0234,0,0,0,84.2,ES-Madrid,8513
25.05,36.35,11.3,1478,36.5,182,5649.32,0.0247,0,1,0,80.4,ES-Madrid,8514
25.05,36.25,11.2,1447,47.1,185,7137.04,0.0325,1,0,0,72.8,FR-Toulouse,8515
25.05,36.25,11.2,1443,45.4,187,6860.42,0.0314,1,0,0,74.2,FR-Toulouse,8516
25.15,36.45,11.3,1527,30.9,189,4941.13,0.0202,1,0,0,66.4,ES-Barcelone,8517
25.15,36.45,11.3,1469,54.8,191,8430.07,0.0373,0,1,0,75.4,ES-Barcelone,8518
25.15,36.45,11.3,1681,27.1,194,4770.52,0.0161,0,1,0,62.8,FR-Nantes,8519
25.15,36.45,11.3,1420,44.1,197,6557.76,0.031,1,0,0,68.6,ES-Madrid,8520
25.15,36.35,11.2,1543,49.9,199,8062.97,0.0323,0,1,0,59.8,FR-Nantes,8521
25.25,36.35,11.1,1376,50.4,202,7262.36,0.0366,1,0,0,59.0,FR-Toulouse,8522
25.15,36.25,11.1,1631,29.8,0,5089.78,0.0183,0,0,0,257.5,FR-Lyon,8523
25.15,36.15,11.0,1529,41.7,5,6676.86,0.0273,0,0,0,249.9,FR-Toulouse,8524
25.15,36.25,11.1,1468,46.2,10,7102.26,0.0314,1,0,0,241.3,FR-Nantes,8525
25.15,36.25,11.1,1378,52.3,12,7547.09,0.0379,1,0,0,242.7,FR-Lyon,8526
25.15,36.15,11.0,1401,51.9,14,7614.37,0.037,1,0,0,244.4,FR-Toulouse,8527
25.25,36.15,10.9,1531,37.4,16,5996.19,0.0244,1,0,0,245.1,ES-Madrid,8528
25.25,36.15,10.9,1512,35.8,18,5668.44,0.0237,1,0,0,247.1,ES-Madrid,8529
25.35,36.25,10.9,1522,47.4,20,7554.78,0.0311,0,1,0,237.8,FR-Nantes,8530
25.35,36.15,10.8,1615,31.8,23,5378.09,0.0197,0,1,0,232.6,ES-Barcelone,8531
25.45,36.15,10.7,1449,46.5,26,7055.86,0.0321,1,0,0,226.8,FR-Lyon,8532
25.45,36.25,10.8,1315,55.5,28,7642.71,0.0422,1,0,0,234.4,FR-Nantes,8533
25.45,36.25,10.8,1465,41.1,30,6305.33,0.028,0,1,0,236.9,ES-Madrid,8534
25.45,36.35,10.9,1404,43.3,33,6366.25,0.0308,0,1,0,233.3,FR-Nantes,8535
25.45,36.35,10.9,1547,44.8,36,7257.67,0.0289,1,0,0,227.5,FR-Toulouse,8536
25.45,36.35,10.9,1426,45.4,38,6779.6,0.0318,0,1,0,225.2,FR-Lyon,8537
25.45,36.35,10.9,1730,30.2,41,5471.19,0.0174,1,0,0,227.5,ES-Barcelone,8538
25.35,36.25,10.9,1548,37.7,43,6111.4,0.0243,1,0,0,218.7,FR-Nantes,8539
25.35,36.25,10.9,1517,40.2,45,6386.17,0.0265,1,0,0,218.2,ES-Barcelone,8540
25.45,36.35,10.9,1687,29.3,47,5176.2,0.0174,1,0,0,211.4,FR-Nantes,8541
25.35,36.35,11.0,1738,25.2,49,4586.47,0.0145,1,0,0,204.2,ES-Madrid,8542
25.25,36.25,11.0,1512,35.3,51,5589.27,0.0233,0,0,0,205.6,ES-Madrid,8543
25.35,36.25,10.9,1365,48.7,56,6961.3,0.0357,0,1,0,204.0,ES-Madrid,8544
25.35,36.25,10.9,2011,21.0,59,4422.42,0.0104,0,0,0,201.3,FR-Toulouse,8545
25.25,36.15,10.9,1806,27.6,64,5219.82,0.0153,1,0,0,205.6,FR-Nantes,8546
25.25,36.15,10.9,1716,28.4,66,5103.45,0.0165,1,0,0,194.4,ES-Madrid,8547
25.25,36.25,11.0,1666,24.3,68,4239.45,0.0146,0,1,0,197.9,FR-Toulouse,8548
25.35,36.25,10.9,1578,36.3,71,5998.49,0.023,1,0,0,186.8,FR-Toulouse,8549
25.15,36.15,11.0,1558,37.2,73,6069.31,0.0239,1,0,0,185.4,FR-Lyon,8550
25.15,36.05,10.9,1456,45.5,75,6937.47,0.0312,1,0,0,178.4,ES-Barcelone,8551
25.05,35.95,10.9,1457,49.0,77,7476.26,0.0336,0,1,0,179.3,FR-Lyon,8552
25.05,35.95,10.9,1467,44.5,80,6836.26,0.0303,1,0,0,182.6,FR-Nantes,8553
24.95,35.85,10.9,1661,38.2,82,6644.49,0.023,0,1,0,178.0,FR-Toulouse,8554
24.95,35.85,10.9,1592,33.9,85,5651.6,0.0213,1,0,0,179.7,FR-Toulouse,8555
25.05,35.85,10.8,1596,37.2,87,6217.34,0.0233,1,0,0,173.9,ES-Madrid,8556
25.05,35.85,10.8,1489,40.6,89,6330.67,0.0272,1,0,0,169.2,FR-Lyon,8557
25.15,35.85,10.7,1471,48.3,91,7440.27,0.0328,1,0,0,179.7,FR-Nantes,8558
25.15,35.85,10.7,1505,41.3,93,6509.01,0.0274,0,1,0,166.5,ES-Madrid,8559
25.15,35.85,10.7,1519,40.0,96,6362.77,0.0263,1,0,0,169.8,ES-Madrid,8560
25.15,35.85,10.7,1408,45.4,98,6694.02,0.0322,1,0,0,160.0,FR-Lyon,8561
25.05,35.75,10.7,1332,44.4,100,6193.21,0.0333,1,0,0,163.5,ES-Barcelone,8562
24.95,35.75,10.8,1351,52.4,102,7413.36,0.0388,1,0,0,162.6,ES-Madrid,8563
24.85,35.75,10.9,1500,36.7,104,5764.82,0.0245,1,0,0,157.0,ES-Barcelone,8564
24.85,35.55,10.7,1614,30.7,106,5188.84,0.019,0,1,0,142.2,FR-Nantes,8565
24.85,35.65,10.8,1489,36.5,109,5691.36,0.0245,1,0,0,151.1,FR-Nantes,8566
24.75,35.55,10.8,1751,26.6,111,4877.49,0.0152,0,1,0,155.2,ES-Barcelone,8567
24.85,35.55,10.7,1511,45.8,114,7247.0,0.0303,1,0,0,148.6,ES-Barcelone,8568
24.75,35.45,10.7,1691,29.6,116,5241.6,0.0175,1,0,0,146.2,FR-Toulouse,8569
24.75,35.45,10.7,1757,27.5,118,5059.8,0.0156,1,0,0,133.4,FR-Toulouse,8570
24.75,35.55,10.8,1545,35.9,120,5808.33,0.0232,0,0,0,136.4,FR-Toulouse,8571
24.75,35.45,10.7,2262,15.7,125,3718.95,0.0069,1,0,0,137.1,FR-Toulouse,8572
24.55,35.35,10.8,1559,35.2,127,5746.69,0.0226,0,1,0,135.1,FR-Toulouse,8573
24.45,35.25,10.8,1626,32.4,130,5516.89,0.0199,1,0,0,136.1,FR-Toulouse,8574
24.45,35.15,10.7,1424,53.9,132,8037.62,0.0378,1,0,0,127.3,ES-Barcelone,8575
24.45,35.15,10.7,1648,29.1,134,5022.02,0.0176,0,1,0,128.0,FR-Lyon,8576
24.45,35.15,10.7,1523,39.5,137,6299.78,0.0259,1,0,0,123.1,ES-Madrid,8577
24.45,35.15,10.7,1502,43.2,139,6794.89,0.0287,1,0,0,116.1,FR-Lyon,8578
24.35,35.05,10.7,1489,40.7,141,6346.26,0.0273,1,0,0,107.7,FR-Toulouse,8579
24.25,34.95,10.7,1620,31.2,143,5292.96,0.0192,0,1,0,119.2,FR-Lyon,8580
24.35,34.95,10.6,1631,30.6,146,5226.42,0.0188,1,0,0,114.9,FR-Toulouse,8581
24.35,34.85,10.5,1429,45.8,148,6853.72,0.032,0,1,0,108.9,ES-Madrid,8582
24.35,34.95,10.6,1334,72.0,151,10058.12,0.0539,0,1,1,100.9,ES-Barcelone,8583
24.25,34.85,10.6,1423,38.0,154,5662.62,0.0267,1,0,0,109.1,FR-Lyon,8584
24.25,34.75,10.5,1390,47.7,156,6943.23,0.0343,1,0,0,102.7,FR-Nantes,8585
24.25,34.75,10.5,1338,48.5,158,6795.58,0.0362,0,1,0,104.8,FR-Nantes,8586
24.15,34.75,10.6,1461,37.5,161,5737.33,0.0256,0,0,0,108.3,ES-Barcelone,8587
24.25,34.75,10.5,1627,34.3,166,5844.0,0.0211,0,1,0,83.3,ES-Madrid,8588
24.15,34.65,10.5,1385,44.4,169,6439.64,0.032,1,0,0,87.5,FR-Nantes,8589
24.15,34.65,10.5,1538,48.0,171,7730.83,0.0312,0,1,0,88.0,ES-Madrid,8590
24.25,34.75,10.5,1557,35.5,174,5788.23,0.0228,1,0,0,93.3,ES-Madrid,8591
24.25,34.75,10.5,1606,33.4,176,5617.21,0.0208,1,0,0,75.8,FR-Lyon,8592
24.35,34.85,10.5,1430,44.5,178,6663.84,0.0311,0,1,0,91.7,FR-Toulouse,8593
24.25,34.85,10.6,1601,34.6,181,5800.91,0.0216,0,1,0,79.7,ES-Barcelone,8594
24.25,34.85,10.6,1356,51.9,184,7369.8,0.0382,1,0,0,75.5,ES-Madrid,8595
24.35,35.05,10.7,1624,30.9,186,5255.0,0.019,0,1,0,73.0,FR-Nantes,8596
24.35,35.05,10.7,1327,56.5,189,7851.42,0.0425,1,0,0,68.8,FR-Nantes,8597
24.45,35.15,10.7,1410,47.0,191,6939.78,0.0333,1,0,0,74.2,FR-Toulouse,8598
24.45,35.15,10.7,1478,42.3,193,6547.02,0.0286,1,0,0,61.7,FR-Nantes,8599
24.45,35.25,10.8,1460,40.3,195,6161.5,0.0276,1,0,0,66.7,ES-Madrid,8600
24.35,35.15,10.8,1435,40.3,197,6056.0,0.0281,1,0,0,61.1,FR-Toulouse,8601
24.25,35.05,10.8,1359,46.9,199,6674.53,0.0345,0,0,0,57.2,ES-Madrid,8602
24.25,34.95,10.7,1729,31.7,204,5739.62,0.0183,1,0,0,68.9,ES-Barcelone,8603
24.15,34.85,10.7,1384,49.1,206,7116.17,0.0355,0,0,0,56.1,FR-Lyon,8604
24.25,35.05,10.8,1297,52.1,211,7076.3,0.0401,1,0,0,52.1,FR-Nantes,8605
24.35,35.25,10.9,1633,33.3,213,5694.55,0.0204,1,0,0,52.7,FR-Toulouse,8606
24.35,35.25,10.9,1505,37.2,215,5862.84,0.0247,0,1,0,37.9,ES-Madrid,8607
24.35,35.25,10.9,1433,50.0,218,7503.17,0.0349,1,0,0,50.8,FR-Lyon,8608
24.25,35.25,11.0,1369,50.6,220,7254.08,0.0369,1,0,1,27.5,FR-Nantes,8609
24.25,35.15,10.9,1475,40.5,222,6255.7,0.0274,1,0,1,34.2,ES-Barcelone,8610
24.25,35.15,10.9,1561,38.3,0,6260.81,0.0245,1,0,0,257.7,FR-Toulouse,8611
24.25,35.15,10.9,1472,45.5,2,7013.71,0.0309,1,0,0,260.9,ES-Barcelone,8612
24.35,35.25,10.9,1441,44.5,4,6715.1,0.0309,1,0,0,257.1,ES-Barcelone,8613
24.35,35.35,11.0,1401,50.5,6,7408.98,0.036,0,1,0,253.2,FR-Lyon,8614
24.35,35.35,11.0,1691,33.1,9,5861.38,0.0196,1,0,0,250.9,FR-Lyon,8615
24.45,35.45,11.0,1382,47.1,11,6816.44,0.0341,1,0,0,244.1,ES-Barcelone,8616
24.45,35.45,11.0,1355,46.4,13,6583.94,0.0342,1,0,0,239.5,ES-Barcelone,8617
24.45,35.45,11.0,1529,45.3,15,7253.28,0.0296,1,0,0,248.6,FR-Lyon,8618
24.55,35.55,11.0,1829,24.9,17,4769.16,0.0136,1,0,0,246.5,FR-Lyon,8619
24.45,35.45,11.0,1480,39.8,19,6168.41,0.0269,0,0,0,248.9,FR-Lyon,8620
24.45,35.35,10.9,1475,42.4,24,6549.17,0.0287,1,0,0,232.0,ES-Barcelone,8621
24.45,35.35,10.9,1431,52.6,26,7882.32,0.0367,0,1,0,237.5,FR-Lyon,8622
24.35,35.15,10.8,1437,42.3,29,6365.4,0.0294,1,0,0,229.6,FR-Nantes,8623
24.35,35.15,10.8,1476,45.6,31,7048.23,0.0309,0,1,0,235.0,ES-Madrid,8624
24.35,35.25,10.9,1490,39.7,34,6194.49,0.0266,0,0,0,231.1,FR-Lyon,8625
24.25,35.15,10.9,1632,33.5,39,5725.24,0.0205,1,0,0,222.1,FR-Nantes,8626
24.25,35.05,10.8,1402,49.7,41,7296.81,0.0354,1,0,0,217.3,FR-Toulouse,8627
24.25,35.15,10.9,1347,45.8,43,6460.43,0.034,1,0,0,221.8,ES-Barcelone,8628
24.35,35.25,10.9,1747,31.0,45,5671.31,0.0177,1,0,0,218.2,FR-Toulouse,8629
24.35,35.35,11.0,1557,39.1,47,6375.2,0.0251,0,0,0,209.6,ES-Madrid,8630
24.25,35.25,11.0,1371,57.4,52,8240.96,0.0418,1,0,0,201.4,ES-Madrid,8631
24.15,35.15,11.0,1506,37.0,54,5835.19,0.0246,0,0,0,204.6,FR-Lyon,8632
24.15,35.15,11.0,1590,35.5,59,5910.91,0.0223,1,0,0,208.6,FR-Lyon,8633
24.25,35.15,10.9,1336,53.7,61,7512.93,0.0402,1,0,0,204.7,FR-Toulouse,8634
24.15,35.15,11.0,1411,43.2,63,6383.21,0.0306,1,0,0,191.4,FR-Toulouse,8635
24.25,35.15,10.9,1704,27.3,65,4871.48,0.016,1,0,0,189.2,ES-Madrid,8636
24.35,35.25,10.9,1723,27.3,67,4925.8,0.0158,1,0,0,199.4,ES-Madrid,8637
24.35,35.35,11.0,1459,39.7,69,6065.61,0.0272,1,0,0,185.3,FR-Nantes,8638
24.45,35.35,10.9,1572,35.9,71,5909.84,0.0228,1,0,0,191.5,FR-Nantes,8639
24.35,35.25,10.9,1384,56.0,73,8116.2,0.0404,1,0,0,183.9,FR-Nantes,8640
24.45,35.45,11.0,1383,47.5,75,6879.3,0.0343,1,0,0,193.1,ES-Madrid,8641
24.45,35.35,10.9,1360,48.6,77,6921.56,0.0357,0,1,0,179.1,FR-Toulouse,8642
24.35,35.25,10.9,1596,36.6,80,6117.06,0.0229,0,1,0,185.7,FR-Toulouse,8643
24.35,35.35,11.0,1448,54.3,83,8233.74,0.0375,1,0,0,177.9,FR-Toulouse,8644
24.45,35.35,10.9,1443,38.2,85,5772.43,0.0265,0,1,0,176.3,FR-Nantes,8645
24.45,35.45,11.0,1492,35.5,88,5546.59,0.0238,0,1,0,162.1,FR-Toulouse,8646
24.35,35.45,11.1,1497,43.9,91,6882.0,0.0293,1,0,0,158.0,FR-Toulouse,8647
24.35,35.35,11.0,1530,38.5,93,6168.52,0.0251,1,0,0,165.9,FR-Lyon,8648
24.25,35.25,11.0,1478,46.2,95,7150.64,0.0312,0,1,0,166.2,ES-Madrid,8649
24.25,35.25,11.0,1328,61.8,98,8594.39,0.0465,1,0,0,156.4,FR-Lyon,8650
24.25,35.15,10.9,1771,27.4,100,5081.57,0.0155,0,0,0,154.6,FR-Lyon,8651
24.25,35.25,11.0,1564,35.0,105,5732.36,0.0224,0,1,0,157.8,FR-Toulouse,8652
24.15,35.15,11.0,1461,41.5,108,6349.32,0.0284,0,0,0,154.8,FR-Lyon,8653
24.25,35.15,10.9,1335,57.9,113,8094.47,0.0433,0,1,0,146.3,FR-Nantes,8654
24.25,35.25,11.0,1441,46.8,116,7062.17,0.0325,0,1,0,147.9,FR-Toulouse,8655
24.15,35.15,11.0,1268,60.6,119,8046.75,0.0478,1,0,0,135.1,FR-Toulouse,8656
24.15,35.15,11.0,1697,27.4,121,4869.24,0.0161,0,1,0,137.2,FR-Nantes,8657
24.25,35.25,11.0,1421,46.0,124,6845.11,0.0323,1,0,0,144.2,FR-Lyon,8658
24.25,35.35,11.1,1496,36.4,126,5702.45,0.0243,1,0,0,134.3,FR-Lyon,8659
24.35,35.35,11.0,1375,55.6,128,8005.83,0.0404,1,0,0,132.6,ES-Barcelone,8660
24.25,35.35,11.1,1295,52.1,130,7065.39,0.0402,1,0,0,141.5,FR-Toulouse,8661
24.25,35.35,11.1,1643,33.8,132,5815.44,0.0206,1,0,0,121.0,FR-Toulouse,8662
24.35,35.45,11.1,1514,36.9,134,5850.34,0.0244,1,0,0,130.0,FR-Lyon,8663
24.35,35.45,11.1,1671,29.4,136,5144.61,0.0176,1,0,0,132.3,FR-Nantes,8664
24.35,35.45,11.1,1355,58.9,138,8357.63,0.0434,0,0,0,120.4,FR-Nantes,8665
24.45,35.55,11.1,1365,50.6,143,7232.89,0.037,1,0,0,121.3,FR-Nantes,8666
24.35,35.55,11.2,1407,42.5,145,6261.98,0.0302,1,0,0,110.1,ES-Madrid,8667
24.35,35.65,11.3,1455,46.1,147,7024.13,0.0317,0,1,0,109.6,FR-Lyon,8668
24.35,35.65,11.3,1502,45.9,150,7219.57,0.0305,1,0,0,111.9,FR-Toulouse,8669
24.35,35.65,11.3,1471,52.3,152,8056.44,0.0355,0,1,0,112.0,ES-Madrid,8670
24.35,35.75,11.4,1581,30.4,155,5033.08,0.0192,1,0,0,110.6,ES-Barcelone,8671
24.35,35.65,11.3,1530,37.8,157,6056.36,0.0247,1,0,0,110.8,FR-Lyon,8672
24.35,35.65,11.3,1312,50.3,159,6910.83,0.0383,1,0,0,100.7,FR-Nantes,8673
24.25,35.45,11.2,1494,42.6,161,6664.83,0.0285,1,0,0,105.0,FR-Lyon,8674
24.25,35.45,11.2,1528,29.1,163,4656.34,0.019,0,1,0,95.3,FR-Lyon,8675
24.15,35.45,11.3,1688,29.4,166,5196.95,0.0174,0,0,0,98.5,FR-Toulouse,8676
24.15,35.35,11.2,1520,42.4,171,6748.98,0.0279,0,1,0,90.0,FR-Lyon,8677
24.15,35.35,11.2,1664,28.9,174,5035.93,0.0174,0,1,0,88.2,ES-Madrid,8678
24.15,35.35,11.2,1514,44.5,177,7055.28,0.0294,1,0,0,85.1,FR-Nantes,8679
24.15,35.35,11.2,1456,54.2,179,8263.98,0.0372,1,0,0,73.0,FR-Lyon,8680
24.05,35.35,11.3,1494,39.6,181,6195.47,0.0265,1,0,0,73.4,FR-Lyon,8681
24.05,35.25,11.2,1605,30.0,183,5042.26,0.0187,1,0,0,77.5,ES-Madrid,8682
24.05,35.35,11.3,1353,46.5,185,6588.39,0.0343,0,1,0,66.6,FR-Lyon,8683
24.05,35.35,11.3,1447,47.9,188,7258.26,0.0331,1,0,0,76.2,FR-Nantes,8684
24.05,35.35,11.3,1588,40.4,190,6718.32,0.0254,1,0,0,74.4,FR-Toulouse,8685
24.05,35.35,11.3,1524,41.4,192,6607.15,0.0271,0,0,0,69.6,FR-Nantes,8686
24.05,35.35,11.3,1611,31.6,197,5331.03,0.0196,0,1,0,57.4,FR-Toulouse,8687
24.05,35.35,11.3,1604,34.9,200,5862.17,0.0217,0,1,0,66.9,FR-Lyon,8688
23.95,35.35,11.4,1483,46.9,203,7283.54,0.0316,1,0,0,67.2,FR-Lyon,8689
23.95,35.25,11.3,1543,39.6,205,6398.67,0.0256,1,0,0,55.7,FR-Lyon,8690
23.95,35.35,11.4,1323,44.4,207,6151.36,0.0335,1,0,1,55.6,FR-Toulouse,8691
23.95,35.35,11.4,1555,36.2,0,5894.78,0.0233,1,0,0,261.0,ES-Madrid,8692
23.95,35.25,11.3,1583,31.9,2,5288.11,0.0201,1,0,0,260.7,FR-Toulouse,8693
24.05,35.35,11.3,1584,40.0,4,6635.04,0.0252,0,1,0,255.4,FR-Lyon,8694
24.05,35.35,11.3,1766,25.8,7,4771.33,0.0146,1,0,0,252.8,FR-Nantes,8695
24.05,35.45,11.4,1498,44.4,9,6965.04,0.0296,0,1,0,255.5,FR-Nantes,8696
24.05,35.45,11.4,1413,49.8,12,7368.86,0.0352,1,0,0,259.7,ES-Barcelone,8697
24.15,35.45,11.3,1505,33.5,14,5279.71,0.0222,1,0,0,239.0,FR-Nantes,8698
24.15,35.55,11.4,1438,46.2,16,6957.12,0.0321,0,0,0,243.5,FR-Nantes,8699
24.15,35.55,11.4,1655,34.1,21,5909.91,0.0206,0,1,0,233.1,FR-Nantes,8700
24.15,35.55,11.4,1451,43.8,24,6655.34,0.0302,0,1,0,244.0,ES-Barcelone,8701
24.15,35.55,11.4,1466,38.4,27,5895.14,0.0262,0,1,0,230.1,ES-Madrid,8702
24.05,35.45,11.4,1774,23.0,30,4272.78,0.013,1,0,0,222.8,FR-Toulouse,8703
24.05,35.45,11.4,1284,51.3,32,6897.81,0.0399,0,1,0,231.2,FR-Lyon,8704
23.95,35.35,11.4,1425,40.0,35,5969.03,0.0281,1,0,0,233.7,FR-Toulouse,8705
24.05,35.45,11.4,1437,52.4,37,7885.27,0.0364,1,0,0,226.3,FR-Nantes,8706
24.05,35.45,11.4,1335,53.0,39,7409.45,0.0397,1,0,0,222.0,ES-Madrid,8707
24.05,35.35,11.3,1471,41.7,41,6423.58,0.0283,1,0,0,221.0,FR-Nantes,8708
24.05,35.35,11.3,1364,54.0,43,7713.24,0.0396,0,1,0,224.1,FR-Lyon,8709
23.95,35.35,11.4,1578,35.6,46,5882.82,0.0225,1,0,0,209.6,ES-Madrid,8710
23.95,35.35,11.4,1712,32.1,48,5754.9,0.0187,1,0,0,211.4,ES-Madrid,8711
23.95,35.35,11.4,1733,28.7,50,5208.46,0.0166,1,0,0,207.7,FR-Toulouse,8712
24.05,35.45,11.4,1652,32.1,52,5553.2,0.0194,1,0,0,202.2,ES-Madrid,8713
24.05,35.45,11.4,1917,24.1,54,4838.02,0.0126,1,0,0,204.4,FR-Toulouse,8714
24.05,35.45,11.4,1444,41.1,56,6214.95,0.0284,0,1,0,209.5,ES-Barcelone,8715
23.95,35.45,11.5,1442,37.1,59,5602.32,0.0257,1,0,0,203.8,ES-Madrid,8716
23.95,35.45,11.5,1717,31.3,61,5627.86,0.0182,0,1,0,202.2,FR-Nantes,8717
23.95,35.55,11.6,1474,42.3,64,6529.3,0.0287,1,0,0,196.7,ES-Madrid,8718
24.05,35.55,11.5,1509,39.3,66,6210.27,0.026,1,0,0,196.6,ES-Barcelone,8719
24.05,35.65,11.6,1451,43.1,68,6548.97,0.0297,1,0,0,188.0,FR-Nantes,8720
24.15,35.65,11.5,1554,36.1,70,5874.72,0.0232,1,0,0,188.5,FR-Toulouse,8721
24.05,35.55,11.5,1669,30.7,72,5365.66,0.0184,1,0,0,189.0,ES-Madrid,8722
24.05,35.45,11.4,1366,50.4,74,7209.58,0.0369,1,0,0,187.4,FR-Lyon,8723
24.05,35.45,11.4,1578,34.4,76,5684.52,0.0218,1,0,0,185.6,FR-Toulouse,8724
