piece_id,produit_id,type_piece,temp_air_K,temp_process_K,vitesse_rotation_rpm,couple_Nm,usure_outil_min,panne_machine,defaut_usure_outil,defaut_chaleur,defaut_puissance,defaut_surcharge,defaut_aleatoire,usine,temp_air_C,temp_process_C,delta_temp_C,puissance_W,ratio_couple_vitesse,nb_defauts
6966,L54145,L,300.7,311.0,1312,52.1,107,0,0,0,0,0,0,FR-Lyon,27.55,37.85,10.3,7158.14,0.0397,0
6967,L54146,L,300.7,311.0,1969,20.7,109,0,0,0,0,0,0,ES-Madrid,27.55,37.85,10.3,4268.2,0.0105,0
6968,M21827,M,300.8,311.2,1365,51.7,111,0,0,0,0,0,0,FR-Toulouse,27.65,38.05,10.4,7390.13,0.0378,0
6969,L54148,L,300.9,311.2,1789,25.5,114,0,0,0,0,0,0,ES-Madrid,27.75,38.05,10.3,4777.26,0.0142,0
6970,M21829,M,300.8,311.1,1583,32.1,116,0,0,0,0,0,0,FR-Nantes,27.65,37.95,10.3,5321.26,0.0203,0
6971,L54150,L,300.7,311.0,1436,44.9,119,0,0,0,0,0,0,FR-Lyon,27.55,37.85,10.3,6751.95,0.0312,0
6972,M21831,M,300.7,311.0,1559,42.8,121,0,0,0,0,0,0,FR-Nantes,27.55,37.85,10.3,6987.45,0.0274,0
6973,L54152,L,300.7,311.0,1377,49.9,124,0,0,0,0,0,0,FR-Lyon,27.55,37.85,10.3,7195.54,0.0362,0
6974,L54153,L,300.7,311.0,1462,41.9,126,0,0,0,0,0,0,FR-Toulouse,27.55,37.85,10.3,6414.9,0.0286,0
6975,L54154,L,300.7,311.0,1318,48.2,128,0,0,0,0,0,0,FR-Nantes,27.55,37.85,10.3,6652.59,0.0365,0
6976,M21835,M,300.7,311.0,1378,51.6,130,0,0,0,0,0,0,FR-Toulouse,27.55,37.85,10.3,7446.08,0.0374,0
6977,L54156,L,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,ES-Madrid,27.45,37.75,10.3,6572.71,0.0347,0
6978,L54157,L,300.7,311.1,2377,14.3,135,0,0,0,0,0,0,ES-Madrid,27.55,37.95,10.4,3559.54,0.006,0
6979,L54158,L,300.7,311.1,1427,50.3,137,0,0,0,0,0,0,ES-Madrid,27.55,37.95,10.4,7516.59,0.0352,0
6980,L54159,L,300.9,311.2,1353,60.4,139,0,0,0,0,0,0,FR-Lyon,27.75,38.05,10.3,8557.82,0.0446,0
6981,L54160,L,300.8,311.3,1505,45.5,141,0,0,0,0,0,0,FR-Lyon,27.65,38.15,10.5,7170.95,0.0302,0
6982,H36395,H,300.8,311.2,1612,32.5,143,0,0,0,0,0,0,FR-Nantes,27.65,38.05,10.4,5486.27,0.0201,0
6983,L54162,L,300.7,311.1,1440,43.0,148,0,0,0,0,0,0,ES-Barcelone,27.55,37.95,10.4,6484.25,0.0298,0
6984,M21843,M,300.7,311.0,1334,53.9,150,0,0,0,0,0,0,ES-Madrid,27.55,37.85,10.3,7529.62,0.0404,0
6985,M21844,M,300.7,311.0,1706,25.0,153,0,0,0,0,0,0,ES-Madrid,27.55,37.85,10.3,4466.3,0.0146,0
6986,H36399,H,300.8,311.1,1698,24.8,156,0,0,0,0,0,0,FR-Toulouse,27.65,37.95,10.3,4409.79,0.0146,0
6987,L54166,L,300.7,311.1,1688,30.7,161,0,0,0,0,0,0,FR-Toulouse,27.55,37.95,10.4,5426.75,0.0182,0
6988,L54167,L,300.7,311.1,2437,13.8,163,0,0,0,0,0,0,FR-Nantes,27.55,37.95,10.4,3521.79,0.0057,0
6989,L54168,L,300.7,311.1,1478,46.8,165,0,0,0,0,0,0,FR-Lyon,27.55,37.95,10.4,7243.51,0.0316,0
6990,M21849,M,300.7,311.1,1608,35.3,167,0,0,0,0,0,0,FR-Lyon,27.55,37.95,10.4,5944.14,0.0219,0
6991,L54170,L,300.7,311.1,2478,13.4,170,1,0,0,1,0,0,ES-Barcelone,27.55,37.95,10.4,3477.24,0.0054,1
6992,L54171,L,300.8,311.1,1509,33.4,172,0,0,0,0,0,0,FR-Lyon,27.65,37.95,10.3,5277.94,0.0221,0
6993,L54172,L,300.7,311.0,1596,36.9,174,0,0,0,0,0,0,FR-Lyon,27.55,37.85,10.3,6167.2,0.0231,0
6994,M21853,M,300.7,311.0,1740,25.6,176,0,0,0,0,0,0,FR-Lyon,27.55,37.85,10.3,4664.64,0.0147,0
6995,L54174,L,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,ES-Barcelone,27.45,37.65,10.2,7660.25,0.0387,0
6996,M21855,M,300.6,310.7,1705,31.2,181,0,0,0,0,0,0,FR-Nantes,27.45,37.55,10.1,5570.67,0.0183,0
6997,M21856,M,300.5,310.6,1621,32.0,184,0,0,0,0,0,0,ES-Madrid,27.35,37.45,10.1,5432.02,0.0197,0
6998,M21857,M,300.6,310.7,1566,38.2,187,0,0,0,0,0,0,ES-Barcelone,27.45,37.55,10.1,6264.46,0.0244,0
6999,M21858,M,300.6,310.7,1388,42.9,190,0,0,0,0,0,0,FR-Toulouse,27.45,37.55,10.1,6235.56,0.0309,0
7000,M21859,M,300.6,310.7,1457,36.7,193,0,0,0,0,0,0,FR-Nantes,27.45,37.55,10.1,5599.56,0.0252,0
7001,M21860,M,300.6,310.6,1463,45.5,196,0,0,0,0,0,0,FR-Lyon,27.45,37.45,10.0,6970.83,0.0311,0
7002,L54181,L,300.5,310.5,1564,38.2,199,0,0,0,0,0,0,FR-Lyon,27.35,37.35,10.0,6256.46,0.0244,0
7003,H36416,H,300.5,310.6,1411,47.2,201,0,0,0,0,0,0,ES-Madrid,27.35,37.45,10.1,6974.25,0.0334,0
7004,L54183,L,300.5,310.6,1540,46.7,206,0,0,0,0,0,0,ES-Madrid,27.35,37.45,10.1,7531.24,0.0303,0
7005,L54184,L,300.5,310.6,1950,20.3,208,0,0,0,0,0,0,FR-Toulouse,27.35,37.45,10.1,4145.33,0.0104,0
7006,M21865,M,300.6,310.7,1339,52.9,0,0,0,0,0,0,0,FR-Toulouse,27.45,37.55,10.1,7417.62,0.0395,0
7007,H36420,H,300.6,310.6,1419,39.6,3,0,0,0,0,0,0,FR-Nantes,27.45,37.45,10.0,5884.45,0.0279,0
7008,L54187,L,300.5,310.6,1499,45.2,8,0,0,0,0,0,0,FR-Lyon,27.35,37.45,10.1,7095.27,0.0301,0
7009,L54188,L,300.5,310.6,1368,49.6,10,0,0,0,0,0,0,FR-Lyon,27.35,37.45,10.1,7105.53,0.0362,0
7010,L54189,L,300.5,310.5,1536,36.2,12,0,0,0,0,0,0,FR-Lyon,27.35,37.35,10.0,5822.75,0.0236,0
7011,M21870,M,300.5,310.5,1469,42.9,14,0,0,0,0,0,0,FR-Toulouse,27.35,37.35,10.0,6599.45,0.0292,0
7012,L54191,L,300.5,310.5,2633,12.2,17,1,0,0,1,0,0,ES-Madrid,27.35,37.35,10.0,3363.87,0.0046,1
7013,L54192,L,300.4,310.4,1298,61.4,19,0,0,0,0,0,0,FR-Toulouse,27.25,37.25,10.0,8345.87,0.0473,0
7014,M21873,M,300.4,310.4,1544,36.3,21,0,0,0,0,0,0,FR-Lyon,27.25,37.25,10.0,5869.25,0.0235,0
7015,H36428,H,300.5,310.5,1403,47.7,24,0,0,0,0,0,0,FR-Nantes,27.35,37.35,10.0,7008.17,0.034,0
7016,L54195,L,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,ES-Barcelone,27.35,37.35,10.0,6523.08,0.0295,0
7017,L54196,L,300.6,310.5,1509,43.1,31,0,0,0,0,0,0,FR-Lyon,27.45,37.35,9.9,6810.75,0.0285,0
7018,M21877,M,300.7,310.6,1474,37.0,33,0,0,0,0,0,0,FR-Lyon,27.55,37.45,9.9,5711.21,0.0251,0
7019,M21878,M,300.7,310.7,1377,46.7,36,0,0,0,0,0,0,FR-Toulouse,27.55,37.55,10.0,6734.1,0.0339,0
7020,L54199,L,300.8,310.8,1741,27.1,39,0,0,0,0,0,0,ES-Madrid,27.65,37.65,10.0,4940.79,0.0156,0
7021,L54200,L,300.8,310.8,1460,53.8,41,0,0,0,0,0,0,FR-Nantes,27.65,37.65,10.0,8225.53,0.0368,0
7022,H36435,H,300.7,310.6,1631,32.6,43,0,0,0,0,0,0,ES-Madrid,27.55,37.45,9.9,5568.01,0.02,0
7023,L54202,L,300.7,310.5,1561,33.2,48,0,0,0,0,0,0,ES-Barcelone,27.55,37.35,9.8,5427.12,0.0213,0
7024,M21883,M,300.7,310.6,1572,38.5,50,0,0,0,0,0,0,ES-Madrid,27.55,37.45,9.9,6337.85,0.0245,0
7025,L54204,L,300.6,310.6,2127,18.7,53,0,0,0,0,0,0,FR-Nantes,27.45,37.45,10.0,4165.22,0.0088,0
7026,H36439,H,300.6,310.6,1448,44.7,55,0,0,0,0,0,0,FR-Nantes,27.45,37.45,10.0,6778.05,0.0308,0
7027,L54206,L,300.6,310.7,1543,39.6,60,0,0,0,0,0,0,FR-Lyon,27.45,37.55,10.1,6398.67,0.0256,0
7028,L54207,L,300.6,310.6,1508,34.8,62,0,0,0,0,0,0,ES-Barcelone,27.45,37.45,10.0,5495.53,0.0231,0
7029,M21888,M,300.6,310.6,1403,50.4,64,0,0,0,0,0,0,FR-Toulouse,27.45,37.45,10.0,7404.86,0.0359,0
7030,L54209,L,300.6,310.6,1454,39.7,67,0,0,0,0,0,0,FR-Lyon,27.45,37.45,10.0,6044.82,0.0273,0
7031,L54210,L,300.7,310.8,1772,27.3,69,0,0,0,0,0,0,ES-Madrid,27.55,37.65,10.1,5065.88,0.0154,0
7032,L54211,L,300.7,310.8,1479,49.1,71,0,0,0,0,0,0,FR-Toulouse,27.55,37.65,10.1,7604.63,0.0332,0
7033,L54212,L,300.7,310.9,1723,31.0,73,0,0,0,0,0,0,FR-Nantes,27.55,37.75,10.2,5593.4,0.018,0
7034,M21893,M,300.7,310.8,1469,46.4,75,0,0,0,0,0,0,FR-Nantes,27.55,37.65,10.1,7137.87,0.0316,0
7035,H36448,H,300.6,310.6,1830,26.2,78,0,0,0,0,0,0,FR-Toulouse,27.45,37.45,10.0,5020.89,0.0143,0
7036,L54215,L,300.6,310.6,1497,38.2,83,0,0,0,0,0,0,ES-Madrid,27.45,37.45,10.0,5988.44,0.0255,0
7037,L54216,L,300.7,310.6,1540,52.7,85,0,0,0,0,0,0,FR-Toulouse,27.55,37.45,9.9,8498.85,0.0342,0
7038,L54217,L,300.6,310.6,1514,39.5,87,0,0,0,0,0,0,FR-Toulouse,27.45,37.45,10.0,6262.56,0.0261,0
7039,L54218,L,300.7,310.6,1654,34.2,89,0,0,0,0,0,0,FR-Nantes,27.55,37.45,9.9,5923.66,0.0207,0
7040,H36453,H,300.6,310.5,1519,37.0,91,0,0,0,0,0,0,ES-Madrid,27.45,37.35,9.9,5885.56,0.0243,0
7041,L54220,L,300.7,310.6,1720,30.3,96,0,0,0,0,0,0,ES-Madrid,27.55,37.45,9.9,5457.57,0.0176,0
7042,L54221,L,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,FR-Toulouse,27.45,37.35,9.9,5803.46,0.0256,0
7043,L54222,L,300.6,310.5,1642,29.9,100,0,0,0,0,0,0,FR-Nantes,27.45,37.35,9.9,5141.3,0.0182,0
7044,M21903,M,300.7,310.6,2006,19.1,102,0,0,0,0,0,0,FR-Lyon,27.55,37.45,9.9,4012.3,0.0095,0
7045,M21904,M,300.7,310.6,1505,35.6,105,0,0,0,0,0,0,ES-Barcelone,27.55,37.45,9.9,5610.68,0.0236,0
7046,M21905,M,300.7,310.6,1609,27.6,108,0,0,0,0,0,0,FR-Toulouse,27.55,37.45,9.9,4650.44,0.0171,0
7047,M21906,M,300.7,310.5,1863,22.2,111,0,0,0,0,0,0,ES-Madrid,27.55,37.35,9.8,4331.06,0.0119,0
7048,L54227,L,300.6,310.4,1401,42.6,114,0,0,0,0,0,0,FR-Lyon,27.45,37.25,9.8,6249.95,0.0304,0
7049,L54228,L,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,FR-Lyon,27.45,37.25,9.8,4161.42,0.0099,0
7050,L54229,L,300.6,310.4,1494,47.3,118,0,0,0,0,0,0,FR-Nantes,27.45,37.25,9.8,7400.15,0.0316,0
7051,L54230,L,300.6,310.4,1457,47.7,120,0,0,0,0,0,0,ES-Barcelone,27.45,37.25,9.8,7277.91,0.0327,0
7052,L54231,L,300.6,310.4,1556,37.7,122,0,0,0,0,0,0,FR-Nantes,27.45,37.25,9.8,6142.99,0.0242,0
7053,H36466,H,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,ES-Barcelone,27.45,37.25,9.8,6767.83,0.0283,0
7054,H36467,H,300.7,310.5,1567,38.7,129,0,0,0,0,0,0,FR-Nantes,27.55,37.35,9.8,6350.51,0.0247,0
7055,H36468,H,300.7,310.5,1476,43.1,134,0,0,0,0,0,0,FR-Nantes,27.55,37.35,9.8,6661.81,0.0292,0
7056,L54235,L,300.8,310.6,1663,30.6,139,0,0,0,0,0,0,FR-Lyon,27.65,37.45,9.8,5328.96,0.0184,0
7057,M21916,M,300.8,310.5,1409,50.6,141,0,0,0,0,0,0,ES-Madrid,27.65,37.35,9.7,7466.04,0.0359,0
7058,L54237,L,300.8,310.6,1666,36.2,144,0,0,0,0,0,0,FR-Lyon,27.65,37.45,9.8,6315.56,0.0217,0
7059,L54238,L,300.7,310.6,1520,45.9,146,0,0,0,0,0,0,ES-Barcelone,27.55,37.45,9.9,7306.09,0.0302,0
7060,L54239,L,300.6,310.5,1644,33.8,148,0,0,0,0,0,0,ES-Barcelone,27.45,37.35,9.9,5818.98,0.0205,0
7061,H36474,H,300.6,310.4,1479,35.6,150,0,0,0,0,0,0,ES-Barcelone,27.45,37.25,9.8,5513.75,0.0241,0
7062,L54241,L,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,FR-Nantes,27.45,37.25,9.8,7525.81,0.0343,0
7063,M21922,M,300.6,310.4,1407,51.1,157,0,0,0,0,0,0,ES-Madrid,27.45,37.25,9.8,7529.11,0.0363,0
7064,L54243,L,300.7,310.4,1234,51.7,160,0,0,0,0,0,0,ES-Madrid,27.55,37.25,9.7,6680.89,0.0419,0
7065,M21924,M,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,FR-Lyon,27.65,37.35,9.7,5274.86,0.0175,0
7066,L54245,L,300.8,310.6,1384,52.9,165,0,0,0,0,0,0,FR-Nantes,27.65,37.45,9.8,7666.91,0.0382,0
7067,M21926,M,300.8,310.7,1572,36.2,167,0,0,0,0,0,0,FR-Lyon,27.65,37.55,9.9,5959.22,0.023,0
7068,M21927,M,300.8,310.7,1386,42.1,170,0,0,0,0,0,0,FR-Nantes,27.65,37.55,9.9,6110.46,0.0304,0
7069,L54248,L,300.8,310.7,1461,42.8,173,0,0,0,0,0,0,FR-Lyon,27.65,37.55,9.9,6548.21,0.0293,0
7070,L54249,L,300.8,310.7,1525,39.4,175,0,0,0,0,0,0,FR-Lyon,27.65,37.55,9.9,6292.09,0.0258,0
7071,L54250,L,300.7,310.7,1333,61.0,177,0,0,0,0,0,0,FR-Toulouse,27.55,37.55,10.0,8515.08,0.0457,0
7072,H36485,H,300.7,310.6,1505,40.6,179,0,0,0,0,0,0,FR-Toulouse,27.55,37.45,9.9,6398.69,0.027,0
7073,M21932,M,300.7,310.6,1439,41.7,184,0,0,0,0,0,0,FR-Nantes,27.55,37.45,9.9,6283.85,0.029,0
7074,L54253,L,300.7,310.6,1491,43.2,187,0,0,0,0,0,0,FR-Lyon,27.55,37.45,9.9,6745.13,0.029,0
7075,M21934,M,300.7,310.6,1488,39.2,189,0,0,0,0,0,0,FR-Nantes,27.55,37.45,9.9,6108.26,0.0263,0
7076,L54255,L,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,FR-Lyon,27.55,37.35,9.8,7624.27,0.0308,0
7077,L54256,L,300.7,310.5,1960,21.0,194,0,0,0,0,0,0,FR-Nantes,27.55,37.35,9.8,4310.27,0.0107,0
7078,M21937,M,300.7,310.5,1594,31.0,196,0,0,0,0,0,0,FR-Nantes,27.55,37.35,9.8,5174.62,0.0194,0
7079,L54258,L,300.7,310.5,1357,52.6,199,0,0,0,0,0,0,FR-Nantes,27.55,37.35,9.8,7474.71,0.0387,0
7080,L54259,L,300.7,310.5,1445,41.1,201,0,0,0,0,0,0,ES-Madrid,27.55,37.35,9.8,6219.25,0.0284,0
7081,L54260,L,300.7,310.4,1543,47.3,203,0,0,0,0,0,0,FR-Toulouse,27.55,37.25,9.7,7642.86,0.0306,0
7082,L54261,L,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,ES-Madrid,27.55,37.25,9.7,7524.28,0.0385,0
7083,L54262,L,300.7,310.3,1458,40.0,207,0,0,0,0,0,0,FR-Toulouse,27.55,37.15,9.6,6107.26,0.0274,0
7084,L54263,L,300.7,310.4,1416,61.8,209,1,0,0,1,1,0,FR-Nantes,27.55,37.25,9.7,9163.9,0.0436,2
7085,L54264,L,300.6,310.3,1794,24.4,211,0,0,0,0,0,0,FR-Nantes,27.45,37.15,9.7,4583.96,0.0136,0
7086,L54265,L,300.6,310.3,1484,41.0,213,0,0,0,0,0,0,FR-Lyon,27.45,37.15,9.7,6371.57,0.0276,0
7087,L54266,L,300.6,310.4,2514,13.4,215,0,0,0,0,0,0,ES-Madrid,27.45,37.25,9.8,3527.76,0.0053,0
7088,L54267,L,300.6,310.3,1648,30.5,217,1,1,0,0,0,0,FR-Nantes,27.45,37.15,9.7,5263.63,0.0185,1
7089,M21948,M,300.6,310.3,1614,32.7,0,0,0,0,0,0,0,FR-Toulouse,27.45,37.15,9.7,5526.88,0.0202,0
7090,L54269,L,300.6,310.2,1622,34.1,3,0,0,0,0,0,0,FR-Lyon,27.45,37.05,9.6,5792.07,0.021,0
7091,M21950,M,300.6,310.2,1478,40.1,5,0,0,0,0,0,0,FR-Lyon,27.45,37.05,9.6,6206.51,0.0271,0
7092,L54271,L,300.6,310.2,1318,51.0,8,0,0,0,0,0,0,ES-Barcelone,27.45,37.05,9.6,7039.05,0.0387,0
7093,L54272,L,300.7,310.2,1493,35.9,10,0,0,0,0,0,0,ES-Madrid,27.55,37.05,9.5,5612.84,0.024,0
7094,H36507,H,300.7,310.3,1369,50.7,12,0,0,0,0,0,0,FR-Lyon,27.55,37.15,9.6,7268.42,0.037,0
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,FR-Toulouse,27.45,37.05,9.6,6955.2,0.0317,0
7096,L54275,L,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,FR-Nantes,27.45,36.95,9.5,7759.89,0.0336,0
7097,L54276,L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,ES-Madrid,27.45,37.05,9.6,7453.34,0.0321,0
7098,M21957,M,300.6,310.2,1233,52.3,23,0,0,0,0,0,0,FR-Lyon,27.45,37.05,9.6,6752.95,0.0424,0
7099,L54278,L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,FR-Lyon,27.55,37.05,9.5,5605.56,0.0198,0
7100,M21959,M,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,ES-Barcelone,27.55,37.05,9.5,6340.71,0.0321,0
7101,L54280,L,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,FR-Lyon,27.55,37.05,9.5,5389.21,0.0209,0
7102,L54281,L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,FR-Lyon,27.65,37.05,9.4,4417.08,0.0123,0
7103,M21962,M,300.8,310.3,1494,42.2,35,0,0,0,0,0,0,ES-Barcelone,27.65,37.15,9.5,6602.25,0.0282,0
7104,H36517,H,300.8,310.3,1777,30.1,38,0,0,0,0,0,0,FR-Nantes,27.65,37.15,9.5,5601.22,0.0169,0
7105,L54284,L,300.9,310.4,1454,43.1,43,0,0,0,0,0,0,FR-Toulouse,27.75,37.25,9.5,6562.51,0.0296,0
7106,L54285,L,300.9,310.4,1536,34.2,45,0,0,0,0,0,0,FR-Lyon,27.75,37.25,9.5,5501.05,0.0223,0
7107,L54286,L,300.8,310.5,1482,39.0,47,0,0,0,0,0,0,FR-Lyon,27.65,37.35,9.7,6052.59,0.0263,0
7108,H36521,H,300.9,310.5,1512,41.2,49,0,0,0,0,0,0,FR-Lyon,27.75,37.35,9.6,6523.45,0.0272,0
7109,M21968,M,300.8,310.5,1511,35.8,54,0,0,0,0,0,0,ES-Barcelone,27.65,37.35,9.7,5664.69,0.0237,0
7110,L54289,L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,FR-Toulouse,27.75,37.35,9.6,6781.6,0.0253,0
7111,M21970,M,300.8,310.4,1518,36.0,59,0,0,0,0,0,0,ES-Madrid,27.65,37.25,9.6,5722.73,0.0237,0
7112,M21971,M,300.8,310.4,1450,39.4,62,0,0,0,0,0,0,ES-Barcelone,27.65,37.25,9.6,5982.64,0.0272,0
7113,L54292,L,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,FR-Toulouse,27.75,37.25,9.5,7023.45,0.0329,0
7114,L54293,L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,FR-Lyon,27.75,37.25,9.5,5345.39,0.0209,0
7115,H36528,H,300.9,310.4,1457,43.8,69,0,0,0,0,0,0,FR-Nantes,27.75,37.25,9.5,6682.86,0.03,0
7116,M21975,M,301.0,310.6,1460,53.6,74,0,0,0,0,0,0,ES-Barcelone,27.85,37.45,9.6,8194.95,0.0367,0
7117,L54296,L,301.0,310.5,1601,33.2,77,0,0,0,0,0,0,ES-Madrid,27.85,37.35,9.5,5566.19,0.0207,0
7118,L54297,L,300.9,310.5,1570,40.1,79,0,0,0,0,0,0,FR-Lyon,27.75,37.35,9.6,6592.84,0.0255,0
7119,L54298,L,300.9,310.5,1565,35.9,81,0,0,0,0,0,0,ES-Madrid,27.75,37.35,9.6,5883.52,0.0229,0
7120,L54299,L,301.0,310.5,1378,44.4,83,0,0,0,0,0,0,FR-Nantes,27.85,37.35,9.5,6407.09,0.0322,0
7121,L54300,L,300.9,310.5,2288,16.1,85,0,0,0,0,0,0,ES-Barcelone,27.75,37.35,9.6,3857.54,0.007,0
7122,M21981,M,300.9,310.4,1375,44.7,87,0,0,0,0,0,0,FR-Lyon,27.75,37.25,9.5,6436.34,0.0325,0
7123,L54302,L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0,FR-Nantes,27.75,37.25,9.5,5205.24,0.0155,0
7124,M21983,M,300.9,310.4,1576,40.4,92,0,0,0,0,0,0,ES-Barcelone,27.75,37.25,9.5,6667.55,0.0256,0
7125,M21984,M,300.8,310.3,1868,24.5,95,0,0,0,0,0,0,FR-Toulouse,27.65,37.15,9.5,4792.6,0.0131,0
7126,L54305,L,300.7,310.1,1261,56.6,98,0,0,0,0,0,0,FR-Nantes,27.55,36.95,9.4,7474.12,0.0448,0
7127,M21986,M,300.6,310.0,1542,33.9,100,0,0,0,0,0,0,FR-Lyon,27.45,36.85,9.4,5474.1,0.022,0
7128,L54307,L,300.6,310.0,1438,53.8,103,0,0,0,0,0,0,FR-Toulouse,27.45,36.85,9.4,8101.58,0.0374,0
7129,L54308,L,300.6,310.0,1511,36.9,105,0,0,0,0,0,0,FR-Toulouse,27.45,36.85,9.4,5838.74,0.0244,0
7130,L54309,L,300.6,310.0,1635,31.0,107,0,0,0,0,0,0,ES-Barcelone,27.45,36.85,9.4,5307.72,0.0189,0
7131,L54310,L,300.6,309.9,1428,48.8,109,0,0,0,0,0,0,FR-Toulouse,27.45,36.75,9.3,7297.54,0.0341,0
7132,M21991,M,300.5,309.8,1410,44.4,111,0,0,0,0,0,0,FR-Nantes,27.35,36.65,9.3,6555.88,0.0315,0
7133,L54312,L,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,ES-Madrid,27.35,36.75,9.4,7137.88,0.0336,0
7134,M21993,M,300.5,309.9,1552,41.3,116,0,0,0,0,0,0,FR-Lyon,27.35,36.75,9.4,6712.28,0.0266,0
7135,M21994,M,300.5,310.0,1406,50.2,119,0,0,0,0,0,0,FR-Nantes,27.35,36.85,9.5,7391.25,0.0357,0
7136,L54315,L,300.5,309.9,1443,48.3,122,0,0,0,0,0,0,ES-Madrid,27.35,36.75,9.4,7298.64,0.0334,0
7137,M21996,M,300.5,309.9,1343,63.7,124,0,0,0,0,0,0,ES-Barcelone,27.35,36.75,9.4,8958.68,0.0474,0
7138,M21997,M,300.6,310.0,1486,41.2,127,0,0,0,0,0,0,FR-Nantes,27.45,36.85,9.4,6411.28,0.0277,0
7139,L54318,L,300.6,310.1,1297,50.0,130,0,0,0,0,0,0,ES-Madrid,27.45,36.95,9.5,6791.08,0.0385,0
7140,L54319,L,300.6,310.1,1495,42.3,132,0,0,0,0,0,0,FR-Lyon,27.45,36.95,9.5,6622.32,0.0283,0
7141,L54320,L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0,ES-Barcelone,27.35,36.75,9.4,6729.61,0.0336,0
7142,M22001,M,300.4,309.8,1356,44.4,136,0,0,0,0,0,0,FR-Lyon,27.25,36.65,9.4,6304.8,0.0327,0
7143,H36556,H,300.3,309.7,1452,41.5,139,0,0,0,0,0,0,ES-Madrid,27.15,36.55,9.4,6310.2,0.0286,0
7144,H36557,H,300.3,309.7,1582,30.8,144,0,0,0,0,0,0,FR-Toulouse,27.15,36.55,9.4,5102.53,0.0195,0
7145,M22004,M,300.4,309.8,1517,40.3,149,0,0,0,0,0,0,ES-Barcelone,27.25,36.65,9.4,6402.05,0.0265,0
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,ES-Madrid,27.35,36.85,9.5,6584.62,0.0315,0
7147,L54326,L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,ES-Madrid,27.25,36.75,9.5,4981.81,0.0212,0
7148,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,FR-Lyon,27.15,36.65,9.5,6324.99,0.0281,0
7149,M22008,M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,FR-Toulouse,27.15,36.65,9.5,6908.74,0.0252,0
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,FR-Nantes,27.05,36.65,9.6,6592.19,0.0277,0
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,ES-Madrid,27.05,36.65,9.6,7232.92,0.0352,0
7152,H36565,H,300.2,309.9,1906,22.9,165,0,0,0,0,0,0,FR-Lyon,27.05,36.75,9.7,4570.75,0.012,0
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,ES-Barcelone,27.05,36.75,9.7,5969.28,0.0232,0
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,ES-Barcelone,27.05,36.85,9.8,7395.19,0.0317,0
7155,L54334,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,FR-Toulouse,27.15,36.95,9.8,6196.45,0.0269,0
7156,M22015,M,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,ES-Madrid,27.05,36.75,9.7,5126.33,0.0199,0
7157,M22016,M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0,FR-Nantes,27.05,36.85,9.8,5349.59,0.0184,0
7158,L54337,L,300.2,310.0,1486,40.1,182,0,0,0,0,0,0,FR-Nantes,27.05,36.85,9.8,6240.1,0.027,0
7159,L54338,L,300.2,310.0,1389,53.6,184,0,0,0,0,0,0,FR-Toulouse,27.05,36.85,9.8,7796.43,0.0386,0
7160,L54339,L,300.1,310.0,1511,41.7,186,0,0,0,0,0,0,FR-Nantes,26.95,36.85,9.9,6598.26,0.0276,0
7161,M22020,M,300.2,310.1,1485,40.5,188,0,0,0,0,0,0,ES-Madrid,27.05,36.95,9.9,6298.11,0.0273,0
7162,L54341,L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0,FR-Toulouse,27.05,37.05,10.0,6469.17,0.0298,0
